# x,y
1.50000000,0.997494986604
1.55000000,0.999783764189
1.60000000,0.999573603042
1.65000000,0.996865028454
1.70000000,0.991664810452
1.75000000,0.983985946874
1.80000000,0.973847630878
1.85000000,0.961275202975
1.90000000,0.946300087687
1.95000000,0.928959715004
2.00000000,0.909297426826
2.05000000,0.887362368633
2.10000000,0.863209366649
2.15000000,0.836898790798
2.20000000,0.808496403820
2.25000000,0.778073196888
2.30000000,0.745705212177
2.35000000,0.711473352791
2.40000000,0.675463180551
2.45000000,0.637764702135
2.50000000,0.598472144104
2.55000000,0.557683717391
2.60000000,0.515501371821
2.65000000,0.472030541290
2.70000000,0.427379880234
2.75000000,0.381660992052
2.80000000,0.334988150156
2.85000000,0.287478012343
2.90000000,0.239249329214
2.95000000,0.190422647361
3.00000000,0.141120008060
3.05000000,0.091464642232
3.10000000,0.041580662433
3.15000000,-0.008407247367
3.20000000,-0.058374143428
3.25000000,-0.108195134530
3.30000000,-0.157745694143
3.35000000,-0.206901971673
3.40000000,-0.255541102027
3.45000000,-0.303541512708
3.50000000,-0.350783227690
3.55000000,-0.397148167286
3.60000000,-0.442520443295
3.65000000,-0.486786648656
3.70000000,-0.529836140908
3.75000000,-0.571561318742
3.80000000,-0.611857890943
3.85000000,-0.650625137065
3.90000000,-0.687766159184
3.95000000,-0.723188124087
4.00000000,-0.756802495308
4.05000000,-0.788525254426
4.10000000,-0.818277111064
4.15000000,-0.845983701075
4.20000000,-0.871575772414
4.25000000,-0.894989358229
4.30000000,-0.916165936749
4.35000000,-0.935052577558
4.40000000,-0.951602073890
4.45000000,-0.965773060621
4.50000000,-0.977530117665
4.55000000,-0.986843858503
4.60000000,-0.993691003633
4.65000000,-0.998054438759
4.70000000,-0.999923257564
4.75000000,-0.999292788975
4.80000000,-0.996164608836
4.85000000,-0.990546535967
4.90000000,-0.982452612624
4.95000000,-0.971903069402
5.00000000,-0.958924274663
5.05000000,-0.943548668636
5.10000000,-0.925814682328
5.15000000,-0.905766641469
5.20000000,-0.883454655720
5.25000000,-0.858934493427
5.30000000,-0.832267442224
5.35000000,-0.803520155852
5.40000000,-0.772764487556
5.45000000,-0.740077310489
5.50000000,-0.705540325570
5.55000000,-0.669239857276
5.60000000,-0.631266637872
5.65000000,-0.591715580631
5.70000000,-0.550685542598
5.75000000,-0.508279077499
5.80000000,-0.464602179414
5.85000000,-0.419764017840
5.90000000,-0.373876664830
5.95000000,-0.327054814870
6.00000000,-0.279415498199
6.05000000,-0.231077788299
6.10000000,-0.182162504272
6.15000000,-0.132791908853
6.20000000,-0.083089402818
6.25000000,-0.033179216548
6.30000000,0.016813900484
6.35000000,0.066764991522
6.40000000,0.116549204850
6.45000000,0.166042105865
6.50000000,0.215119988088
